episodes,raw_rewards,shaped_rewards,rolling_avg,ep_lengths,td_losses,mean_qs,epsilons,variant
91,-366.1423604999522,-371.0823604999521,-226.57878089769355,109,48.432729707837325,-14.477599007841082,0.477610469467543,dqn_per
92,-120.01203342930815,-127.2820334293082,-225.43290189265716,158,43.15000454546999,-23.406346848258053,0.47378958571180263,dqn_per
93,-262.9788170672755,-271.34881706727555,-225.83232652217438,174,49.52957131713243,-21.162380251403835,0.4699992690261082,dqn_per
94,-423.28847214258474,-427.4084721425847,-227.91081226554712,86,44.61520893697459,-8.812638303198012,0.4662392748738994,dqn_per
95,-212.70643394638472,-217.95643394638455,-227.7524333247225,117,42.37794281061375,-29.012067208175864,0.46250936067490817,dqn_per
96,-416.55491576974055,-426.9449157697404,-229.69885066951653,221,45.8061261431726,-9.05410272152081,0.4588092857895089,dqn_per
97,-631.1562262090112,-637.9162262090113,-233.7953545015522,140,53.9288855550402,-12.409312442162507,0.45513881150319285,dqn_per
98,-91.88691317971356,-96.85691317971352,-232.3619359023417,109,43.687392747804644,-33.42899950893754,0.4514977010111673,dqn_per
99,-332.1005863273234,-340.3605863273236,-233.35932240659153,176,42.17234155303234,-20.406595526724825,0.447885719403078,dqn_per
100,-346.7417488149238,-351.9617488149238,-232.97992502469904,114,47.78809222212909,-7.009601763355249,0.44430263364785333,dqn_per
101,-400.40893969261845,-410.4389396926186,-235.4607808299548,212,43.346603080849995,-28.712739078115547,0.4407482125786705,dqn_per
102,-53.06335104673163,-57.93335104673159,-233.03220339197836,104,41.086630983869426,-38.00548873635688,0.43722222687804113,dqn_per
103,-229.2370453137685,-236.19704531376846,-234.2911198577294,153,42.82015587824049,-31.574578074096863,0.4337244490630168,dqn_per
104,-302.78231535780435,-310.97231535780463,-236.8266378250771,177,35.6979583593721,-32.56263548816979,0.43025465347051267,dqn_per
105,-41.95699259198657,-46.15699259198655,-233.93560363154214,90,42.917874230330376,-41.33194275309542,0.4268126162427486,dqn_per
106,-298.12371090304345,-301.90371090304353,-236.0797360708778,81,29.488955277417904,-24.052317126505905,0.4233981153128066,dqn_per
107,-324.1650084034525,-328.2150084034524,-238.13043585113158,87,45.311612877633515,-9.646076332268514,0.4200109303903041,dqn_per
108,-262.34041315655475,-266.65041315655486,-239.78483337751902,91,35.865091912842345,-5.644216938435515,0.4166508429471817,dqn_per
109,-627.6870351671968,-637.5270351671977,-240.79907966201696,204,41.268049202285894,-20.69931098421806,0.41331763620360423,dqn_per
110,-416.45133296183826,-423.0213329618384,-243.15731336057067,156,43.183983110324796,-21.744756501640328,0.4100110951139754,dqn_per
111,-380.14138804290536,-387.8813880429051,-245.29899464541296,165,41.64955318926097,-28.576063187526355,0.4067310063530636,dqn_per
112,-40.420139753692425,-44.47013975369232,-244.6012291186133,96,40.653334848452936,-31.24796444397663,0.40347715830223907,dqn_per
113,-182.59080193280641,-188.2108019328063,-244.0461337337222,119,47.38213643767712,-33.981092956689594,0.40024934103582116,dqn_per
114,-264.2594820095061,-269.9694820095059,-245.01116895722708,125,48.3051136858877,-35.18873710617369,0.3970473463075346,dqn_per
115,-276.38665020831763,-282.24665020831816,-246.27133684917683,122,49.013968838094996,-25.75966641889583,0.3938709675370743,dqn_per
116,-215.0231343332719,-221.313134333272,-245.97430476927275,145,55.638707954776926,-27.530307506979124,0.3907199997967777,dqn_per
117,-22.18023536156676,-29.33023536156655,-244.8265110757525,149,52.12252078152,-31.838273615129552,0.38759423979840346,dqn_per
118,-373.5614153662914,-379.5314153662913,-247.488050537012,141,54.30283862038688,-29.461189237845957,0.38449348588001625,dqn_per
119,-93.962655693799,-96.99265569379897,-247.29827748720786,90,55.95202637666593,-31.66124794650413,0.3814175379929761,dqn_per
120,-528.9766318821951,-533.1966318821951,-251.80206042263111,88,56.2457375617392,-36.79172234301946,0.3783661976890323,dqn_per
121,-461.21089874919545,-464.6608987491955,-255.6818773832061,72,59.221476742333934,-37.37233892448551,0.37533926810752005,dqn_per
122,-504.049873734299,-508.90987373429914,-260.0480615803797,105,62.580151509299796,-37.771682226797815,0.3723365539626599,dqn_per
123,-342.35882213036007,-345.56882213036,-260.11983415019563,81,79.45006971592755,-29.67359266067891,0.3693578615309586,dqn_per
124,-197.04753606666833,-202.11753606666878,-260.9588508347535,111,48.941789009679354,-31.881065999632987,0.36640299863871095,dqn_per
125,-649.5830095111174,-662.9430095111181,-264.1943644428525,296,41.81799958809131,-25.503000504320163,0.3634717746496013,dqn_per
126,-348.13262152340974,-351.9726215234095,-263.68285912837905,81,56.880952035004945,-33.32123566742676,0.3605640004524045,dqn_per
127,-227.04850858120378,-230.67850858120397,-263.0023456131177,87,39.95377669563883,-37.296865762528476,0.3576794884487853,dqn_per
